WORLD LOG
=========
World(0/1000), Systems: 3749, Ships: 3, Rebels: 32
StarSystem{loc=(443.9366903098292, 681.3376972312531, 306.79076594741974), nNeigh=23, name='StarID_00000'}
StarSystem{loc=(454.0031344430659, 701.5159005705476, 271.3261756358856), nNeigh=27, name='StarID_00001'}
StarSystem{loc=(427.6081062339723, 696.6305609662126, 284.00293476121067), nNeigh=19, name='StarID_00002'}
StarSystem{loc=(454.52264848537163, 688.1874063343256, 302.31808301862554), nNeigh=30, name='StarID_00003'}
StarSystem{loc=(453.46065574666056, 701.3427051478474, 278.48099735657524), nNeigh=25, name='StarID_00004'}
StarSystem{loc=(446.3235980165512, 694.5704143977639, 292.0589087283272), nNeigh=22, name='StarID_00005'}
StarSystem{loc=(452.0100454220671, 687.8909830410039, 289.47314603655497), nNeigh=33, name='StarID_00006'}
StarSystem{loc=(460.1631094668367, 682.2633840591304, 278.1118546758708), nNeigh=38, name='StarID_00007'}
StarSystem{loc=(440.6860622285009, 675.0690001516089, 284.40890396863153), nNeigh=34, name='StarID_00008'}
StarSystem{loc=(452.0838556626675, 687.0026308273638, 287.1527738634398), nNeigh=34, name='StarID_00009'}
StarSystem{loc=(441.0487346188183, 693.1655253037577, 294.6425527618824), nNeigh=20, name='StarID_00010'}
StarSystem{loc=(451.28134310448, 687.3932304734444, 289.5794695620487), nNeigh=33, name='StarID_00011'}
StarSystem{loc=(441.7743779473695, 674.667830353787, 276.7804758023492), nNeigh=35, name='StarID_00012'}
StarSystem{loc=(457.6456206730735, 687.6837438968042, 285.6906835412589), nNeigh=34, name='StarID_00013'}
StarSystem{loc=(442.8845031912032, 688.1449706194655, 307.6293989094824), nNeigh=20, name='StarID_00014'}
StarSystem{loc=(464.78683767714364, 674.9288549161587, 299.70905768118905), nNeigh=37, name='StarID_00015'}
StarSystem{loc=(459.98417275471235, 690.8248273217934, 288.198108558961), nNeigh=33, name='StarID_00016'}
StarSystem{loc=(451.4648330323046, 681.3084111325671, 279.48162390046105), nNeigh=37, name='StarID_00017'}
StarSystem{loc=(930.1422782274304, 391.64528903880307, 317.7283256825393), nNeigh=19, name='StarID_00018'}
StarSystem{loc=(940.7019126639267, 342.72328296991043, 267.3041961763814), nNeigh=18, name='StarID_00019'}
StarSystem{loc=(933.0492499278148, 346.1569818384431, 299.26345021295515), nNeigh=29, name='StarID_00020'}
StarSystem{loc=(930.1276156035826, 348.37964057511135, 306.339161515094), nNeigh=29, name='StarID_00021'}
StarSystem{loc=(931.4153759967021, 361.01063988463676, 277.7635273623802), nNeigh=22, name='StarID_00022'}
StarSystem{loc=(929.7218147011059, 354.60114095632116, 304.625343512432), nNeigh=28, name='StarID_00023'}
StarSystem{loc=(925.5606530946528, 338.67766849875784, 337.513973842556), nNeigh=21, name='StarID_00024'}
StarSystem{loc=(931.1923420296572, 349.80046327277216, 300.1621362921788), nNeigh=29, name='StarID_00025'}
StarSystem{loc=(920.6964397792327, 349.0894527648503, 316.8346320423151), nNeigh=26, name='StarID_00026'}
StarSystem{loc=(944.8290298177064, 357.4978481594885, 320.439744002515), nNeigh=23, name='StarID_00027'}
StarSystem{loc=(929.2738448665599, 352.5196797897871, 305.5664672110446), nNeigh=28, name='StarID_00028'}
StarSystem{loc=(913.9405544591039, 364.3379091821235, 303.83262758495385), nNeigh=25, name='StarID_00029'}
StarSystem{loc=(948.754624905789, 344.21725068264425, 314.476407666112), nNeigh=25, name='StarID_00030'}
StarSystem{loc=(898.1555277989885, 323.8574735989419, 310.44350353057143), nNeigh=17, name='StarID_00031'}
StarSystem{loc=(940.4594350557896, 331.3817629936468, 269.8745914687914), nNeigh=19, name='StarID_00032'}
StarSystem{loc=(929.7875654233098, 353.00015082947675, 302.7805307802401), nNeigh=29, name='StarID_00033'}
StarSystem{loc=(921.1075088034595, 360.6113847713986, 316.64915440062373), nNeigh=25, name='StarID_00034'}
StarSystem{loc=(929.4295217149312, 352.05325734856734, 306.47727038073384), nNeigh=29, name='StarID_00035'}
StarSystem{loc=(933.8368465001336, 359.6947770014731, 337.0042894995362), nNeigh=19, name='StarID_00036'}
StarSystem{loc=(937.1973912094853, 311.7403259587963, 306.09267976821656), nNeigh=20, name='StarID_00037'}
StarSystem{loc=(929.9425638383365, 351.05302852939303, 286.1118479757002), nNeigh=27, name='StarID_00038'}
StarSystem{loc=(904.0672197443689, 380.51180970861236, 288.3073213603588), nNeigh=19, name='StarID_00039'}
StarSystem{loc=(944.298657584541, 359.6634026380546, 306.14867884362377), nNeigh=26, name='StarID_00040'}
StarSystem{loc=(915.601747398425, 359.842393607377, 324.6571687417595), nNeigh=25, name='StarID_00041'}
StarSystem{loc=(906.985041900807, 360.05456538357015, 320.16036726769255), nNeigh=25, name='StarID_00042'}
StarSystem{loc=(925.4714699754788, 354.53867986235423, 285.96793621478), nNeigh=26, name='StarID_00043'}
StarSystem{loc=(932.5590867800287, 357.5192304707079, 296.5565811445568), nNeigh=27, name='StarID_00044'}
StarSystem{loc=(903.5341098404037, 319.5429393037504, 298.06888363072807), nNeigh=21, name='StarID_00045'}
StarSystem{loc=(943.1645116196571, 366.97726216381045, 304.09581997688855), nNeigh=25, name='StarID_00046'}
StarSystem{loc=(40.873874860854244, 46.25773759303618, 397.56725914383605), nNeigh=30, name='StarID_00047'}
StarSystem{loc=(41.98598059228408, 46.72280248937427, 396.50238021391556), nNeigh=30, name='StarID_00048'}
StarSystem{loc=(37.35985076314892, 51.111559397174474, 397.07993568443277), nNeigh=30, name='StarID_00049'}
StarSystem{loc=(44.64491192100022, 45.954574172340564, 396.7963861280518), nNeigh=30, name='StarID_00050'}
StarSystem{loc=(41.791613900166354, 46.251096141392445, 392.3438819092426), nNeigh=30, name='StarID_00051'}
StarSystem{loc=(41.51415297896549, 46.27248813304, 399.09651219352634), nNeigh=30, name='StarID_00052'}
StarSystem{loc=(39.14561405386017, 43.74621026401587, 400.352405084811), nNeigh=30, name='StarID_00053'}
StarSystem{loc=(43.30074118187204, 44.22308071391068, 402.3992592753016), nNeigh=30, name='StarID_00054'}
StarSystem{loc=(41.551294731531485, 46.145747184740564, 399.19287517415876), nNeigh=30, name='StarID_00055'}
StarSystem{loc=(36.16194699444176, 41.85324101859475, 398.9973519866128), nNeigh=30, name='StarID_00056'}
StarSystem{loc=(42.7299875332573, 45.25282062771617, 398.0106110811765), nNeigh=30, name='StarID_00057'}
StarSystem{loc=(39.73928333908739, 46.97826343711314, 398.2181610055585), nNeigh=30, name='StarID_00058'}
StarSystem{loc=(37.2589213555162, 44.88401351198413, 404.1823811194985), nNeigh=30, name='StarID_00059'}
StarSystem{loc=(45.6789682017552, 49.43087793336048, 394.66841806821475), nNeigh=30, name='StarID_00060'}
StarSystem{loc=(41.26936168530578, 43.510804012247775, 398.69437978214955), nNeigh=30, name='StarID_00061'}
StarSystem{loc=(38.76630109387, 46.674170105012216, 399.03628821710123), nNeigh=30, name='StarID_00062'}
StarSystem{loc=(41.20130786802387, 46.54412285438001, 399.9556073825925), nNeigh=30, name='StarID_00063'}
StarSystem{loc=(41.339399220655935, 46.694068266960926, 398.7994134819569), nNeigh=30, name='StarID_00064'}
StarSystem{loc=(42.558708532000146, 47.88353809498657, 393.148245392333), nNeigh=30, name='StarID_00065'}
StarSystem{loc=(43.916808915310874, 47.80571916678096, 406.12668506109196), nNeigh=30, name='StarID_00066'}
StarSystem{loc=(43.60338540490391, 46.10123490744219, 396.2207866736538), nNeigh=30, name='StarID_00067'}
StarSystem{loc=(43.94987802054002, 45.1081616619532, 404.654061635197), nNeigh=30, name='StarID_00068'}
StarSystem{loc=(41.99428370711655, 46.156120608672936, 401.46951283961226), nNeigh=30, name='StarID_00069'}
StarSystem{loc=(43.6673939330614, 48.742612834113864, 394.88574111402426), nNeigh=30, name='StarID_00070'}
StarSystem{loc=(42.194846385039284, 45.91437343842635, 401.1033191741165), nNeigh=30, name='StarID_00071'}
StarSystem{loc=(43.450615527696655, 48.66736116761435, 394.53142227184117), nNeigh=30, name='StarID_00072'}
StarSystem{loc=(46.456683062075406, 45.089077688498904, 398.2941884183671), nNeigh=30, name='StarID_00073'}
StarSystem{loc=(42.26426783509296, 46.04446590138491, 398.90353322209364), nNeigh=30, name='StarID_00074'}
StarSystem{loc=(41.77130046100973, 46.32616587214593, 396.0350707619509), nNeigh=30, name='StarID_00075'}
StarSystem{loc=(41.824276567161576, 46.18329249787217, 399.24168539893776), nNeigh=30, name='StarID_00076'}
StarSystem{loc=(44.945415016181805, 44.71521098228723, 402.55884641386336), nNeigh=30, name='StarID_00077'}
StarSystem{loc=(741.9557025912635, 806.2292628387477, 587.5370167595765), nNeigh=20, name='StarID_00078'}
StarSystem{loc=(730.0701377295492, 807.6154841745083, 606.92036118082), nNeigh=27, name='StarID_00079'}
StarSystem{loc=(728.2483258164808, 807.4626260509641, 613.501801370139), nNeigh=27, name='StarID_00080'}
StarSystem{loc=(726.6137306140516, 805.3336438120326, 580.3740430752364), nNeigh=20, name='StarID_00081'}
StarSystem{loc=(720.3892670919362, 807.2616896481625, 612.7448903527533), nNeigh=27, name='StarID_00082'}
StarSystem{loc=(727.3226617474672, 806.8750483639402, 609.4911698893004), nNeigh=27, name='StarID_00083'}
StarSystem{loc=(691.1993580929003, 819.2809583881873, 602.2784752899219), nNeigh=19, name='StarID_00084'}
StarSystem{loc=(726.1848785025596, 807.9260334003957, 641.1325870213097), nNeigh=21, name='StarID_00085'}
StarSystem{loc=(726.2203655257564, 808.2824315308033, 610.7579408937481), nNeigh=27, name='StarID_00086'}
StarSystem{loc=(734.4031602291034, 791.2687623630213, 642.527817157312), nNeigh=18, name='StarID_00087'}
StarSystem{loc=(744.8857583582211, 821.5604394253303, 612.5714616984582), nNeigh=25, name='StarID_00088'}
StarSystem{loc=(726.4459933391097, 808.2180139004798, 610.4657260082438), nNeigh=27, name='StarID_00089'}
StarSystem{loc=(719.2911663404905, 781.3650634557764, 603.4897888385287), nNeigh=25, name='StarID_00090'}
StarSystem{loc=(728.1367258134225, 815.0026380547899, 610.0886858034602), nNeigh=27, name='StarID_00091'}
StarSystem{loc=(702.3578207781061, 829.486759023769, 593.9729188112387), nNeigh=19, name='StarID_00092'}
StarSystem{loc=(741.190072760313, 784.5033766963227, 630.6070619177681), nNeigh=19, name='StarID_00093'}
StarSystem{loc=(717.2987572878685, 813.994072305477, 575.2423492329327), nNeigh=20, name='StarID_00094'}
StarSystem{loc=(738.0381779774027, 805.7921774377386, 601.3595751368197), nNeigh=26, name='StarID_00095'}
StarSystem{loc=(714.8876729322046, 811.0257017817296, 583.7955602688711), nNeigh=20, name='StarID_00096'}
StarSystem{loc=(728.8625797641728, 814.0434631669211, 649.1450659279174), nNeigh=16, name='StarID_00097'}
StarSystem{loc=(742.9942138451219, 772.0520319525666, 610.7771570129914), nNeigh=18, name='StarID_00098'}
StarSystem{loc=(719.3197289439311, 790.7658055334992, 629.8235749988769), nNeigh=22, name='StarID_00099'}
StarSystem{loc=(738.7584315361926, 811.5277379197963, 606.2697288513303), nNeigh=27, name='StarID_00100'}
StarSystem{loc=(721.6950136653101, 818.1949942821001, 595.802659771842), nNeigh=23, name='StarID_00101'}
StarSystem{loc=(721.9521037195775, 827.0721639534908, 598.7844122966585), nNeigh=23, name='StarID_00102'}
StarSystem{loc=(728.414027994473, 813.9020221118955, 637.539606380808), nNeigh=20, name='StarID_00103'}
StarSystem{loc=(690.5815133971759, 818.3709071008165, 613.9294655357352), nNeigh=19, name='StarID_00104'}
StarSystem{loc=(726.9110730121457, 810.3866124131619, 616.8332263665749), nNeigh=27, name='StarID_00105'}
StarSystem{loc=(161.56385775421242, 904.2458074528038, 451.1068075275235), nNeigh=30, name='StarID_00106'}
StarSystem{loc=(154.75904506082102, 928.187740021269, 450.2112133563274), nNeigh=30, name='StarID_00107'}
StarSystem{loc=(154.03001429592746, 910.0498269667999, 451.22989498633825), nNeigh=30, name='StarID_00108'}
StarSystem{loc=(162.1000408135912, 913.7754133030575, 439.92488495419127), nNeigh=30, name='StarID_00109'}
StarSystem{loc=(165.3139713641313, 920.9792998486782, 451.72998473690296), nNeigh=30, name='StarID_00110'}
StarSystem{loc=(165.20948044904614, 920.5964940450722, 451.84066008725836), nNeigh=30, name='StarID_00111'}
StarSystem{loc=(158.14635301359766, 939.5162342785651, 466.8622114833595), nNeigh=29, name='StarID_00112'}
StarSystem{loc=(164.63786428540354, 919.2157196465305, 450.60394795729866), nNeigh=30, name='StarID_00113'}
StarSystem{loc=(168.842292362547, 919.72637296948, 447.84696166848), nNeigh=30, name='StarID_00114'}
StarSystem{loc=(177.95020410496514, 941.4612427777441, 438.7307376992811), nNeigh=30, name='StarID_00115'}
StarSystem{loc=(163.7327997889344, 922.5621074228989, 450.75072227664526), nNeigh=30, name='StarID_00116'}
