WORLD LOG
=========
World(0/1000), Systems: 4158, Ships: 4, Rebels: 33
StarSystem{loc=(953.8204047526903, 28.470494349603975, 962.2587031477078), nNeigh=28, name='StarID_00000'}
StarSystem{loc=(945.1255007067109, 34.62560554774226, 946.6502120477717), nNeigh=28, name='StarID_00001'}
StarSystem{loc=(937.7760157975625, 43.46442297491728, 951.6290175967874), nNeigh=28, name='StarID_00002'}
StarSystem{loc=(944.7889899598543, 30.2137597082717, 958.0969830493343), nNeigh=28, name='StarID_00003'}
StarSystem{loc=(938.4167260553523, 36.97722663675649, 949.273836726887), nNeigh=28, name='StarID_00004'}
StarSystem{loc=(937.4406887383109, 24.071464882502603, 931.4355696917228), nNeigh=28, name='StarID_00005'}
StarSystem{loc=(948.9915448546058, 30.036796532298574, 943.7249225758839), nNeigh=28, name='StarID_00006'}
StarSystem{loc=(955.5727816510931, 39.9681681533883, 922.8739606118336), nNeigh=28, name='StarID_00007'}
StarSystem{loc=(946.3264773157298, 35.00395720799371, 941.9193179658349), nNeigh=28, name='StarID_00008'}
StarSystem{loc=(945.352406074235, 29.65827403569212, 944.2382697882622), nNeigh=28, name='StarID_00009'}
StarSystem{loc=(945.6576941920595, 30.95985216801268, 936.5172330554387), nNeigh=28, name='StarID_00010'}
StarSystem{loc=(954.094847511057, 29.881794315472234, 933.0753767437171), nNeigh=28, name='StarID_00011'}
StarSystem{loc=(945.1932576722415, 31.086154975674628, 919.4874057005148), nNeigh=28, name='StarID_00012'}
StarSystem{loc=(928.6159587093542, 31.880126181116754, 945.7159611376649), nNeigh=28, name='StarID_00013'}
StarSystem{loc=(945.4391163115558, 28.506743088418627, 937.4569194734166), nNeigh=28, name='StarID_00014'}
StarSystem{loc=(958.6913883372771, 39.999541935489134, 940.8463101649613), nNeigh=28, name='StarID_00015'}
StarSystem{loc=(943.7117712927607, 28.62053910676973, 959.9983438141161), nNeigh=28, name='StarID_00016'}
StarSystem{loc=(945.1310721195446, 30.106496456748584, 945.2884554391845), nNeigh=28, name='StarID_00017'}
StarSystem{loc=(936.9772045070133, 23.59869823204249, 952.4721348035553), nNeigh=28, name='StarID_00018'}
StarSystem{loc=(935.1560920222463, 30.318279929725716, 948.3752230087771), nNeigh=28, name='StarID_00019'}
StarSystem{loc=(935.0087619147209, 36.21368271947501, 953.5691661941121), nNeigh=28, name='StarID_00020'}
StarSystem{loc=(945.0696197094745, 30.304253361154323, 943.730963381361), nNeigh=28, name='StarID_00021'}
StarSystem{loc=(951.4457824660237, 31.363744964779606, 954.0977297070393), nNeigh=28, name='StarID_00022'}
StarSystem{loc=(934.9263376286116, 35.170526130367584, 932.5339158184483), nNeigh=28, name='StarID_00023'}
StarSystem{loc=(939.0817401851555, 21.886383978067794, 951.6538790785027), nNeigh=28, name='StarID_00024'}
StarSystem{loc=(939.3105819336258, 23.150343878789336, 940.2211164920773), nNeigh=28, name='StarID_00025'}
StarSystem{loc=(950.7790852121294, 30.67806249131409, 920.7559292487691), nNeigh=28, name='StarID_00026'}
StarSystem{loc=(948.8852339548365, 23.345334174599135, 952.7764263920269), nNeigh=28, name='StarID_00027'}
StarSystem{loc=(941.1574114592241, 25.884463845472972, 939.7758497444379), nNeigh=28, name='StarID_00028'}
StarSystem{loc=(336.4593121904632, 61.219934311466645, 453.74895773205435), nNeigh=20, name='StarID_00029'}
StarSystem{loc=(350.0423401892417, 63.9351561828784, 426.7805289695956), nNeigh=14, name='StarID_00030'}
StarSystem{loc=(318.5086300763088, 48.13452328463854, 481.3950501793424), nNeigh=14, name='StarID_00031'}
StarSystem{loc=(305.7569365862923, 73.98360443973309, 464.9627030898567), nNeigh=16, name='StarID_00032'}
StarSystem{loc=(331.6014666358698, 66.21082307287796, 455.92786538801835), nNeigh=20, name='StarID_00033'}
StarSystem{loc=(301.7388092208435, 56.92108641911906, 457.96999342695665), nNeigh=16, name='StarID_00034'}
StarSystem{loc=(322.79512868983636, 77.83868556270917, 443.35115103621706), nNeigh=20, name='StarID_00035'}
StarSystem{loc=(330.82636290138106, 65.58753383240182, 420.6814479856881), nNeigh=15, name='StarID_00036'}
StarSystem{loc=(332.0646632631147, 66.61747356563338, 454.9659955005213), nNeigh=20, name='StarID_00037'}
StarSystem{loc=(307.82318650715166, 88.46960355456082, 447.6929629937869), nNeigh=16, name='StarID_00038'}
StarSystem{loc=(334.5134661628636, 63.80756208294811, 445.853391975452), nNeigh=20, name='StarID_00039'}
StarSystem{loc=(323.6772983219996, 59.31458291856461, 477.7840206922335), nNeigh=16, name='StarID_00040'}
StarSystem{loc=(335.5065230543717, 69.92812554963832, 445.0712570438321), nNeigh=20, name='StarID_00041'}
StarSystem{loc=(341.4001498645772, 40.50956374163871, 430.93394325082085), nNeigh=13, name='StarID_00042'}
StarSystem{loc=(360.77588840061776, 99.52910761248407, 461.084679152408), nNeigh=10, name='StarID_00043'}
StarSystem{loc=(328.04550962800914, 57.95474559317199, 464.15208630941385), nNeigh=19, name='StarID_00044'}
StarSystem{loc=(321.73613605857975, 66.87543775599048, 449.63171945581087), nNeigh=19, name='StarID_00045'}
StarSystem{loc=(331.2701204187056, 70.83909972705177, 456.9615371161647), nNeigh=20, name='StarID_00046'}
StarSystem{loc=(346.5987542780787, 95.80174465568479, 459.81602736090156), nNeigh=16, name='StarID_00047'}
StarSystem{loc=(334.3877458856113, 61.13977561692076, 458.30402743005885), nNeigh=20, name='StarID_00048'}
StarSystem{loc=(333.0226145280632, 65.86900297751858, 454.4757795120528), nNeigh=20, name='StarID_00049'}
StarSystem{loc=(901.980770112342, 672.0860719806059, 270.70900816195143), nNeigh=15, name='StarID_00050'}
StarSystem{loc=(914.0366801627446, 674.1776794706066, 213.82085548223037), nNeigh=14, name='StarID_00051'}
StarSystem{loc=(904.6506806627199, 666.9575506290348, 235.51654686809698), nNeigh=17, name='StarID_00052'}
StarSystem{loc=(901.1294906871419, 669.4301572271481, 253.34475582955457), nNeigh=18, name='StarID_00053'}
StarSystem{loc=(904.670349190051, 669.1076538545592, 251.34773542146615), nNeigh=18, name='StarID_00054'}
StarSystem{loc=(924.6674823283846, 708.9300556323408, 243.8174842962835), nNeigh=10, name='StarID_00055'}
StarSystem{loc=(904.0802379683105, 669.2005081191268, 250.72805405900593), nNeigh=18, name='StarID_00056'}
StarSystem{loc=(887.6743297915212, 663.1540335767427, 252.0888736630854), nNeigh=17, name='StarID_00057'}
StarSystem{loc=(902.6707769959049, 669.3025573763136, 259.9107591807937), nNeigh=18, name='StarID_00058'}
StarSystem{loc=(893.8139702974112, 665.8210404192985, 292.7449256147929), nNeigh=12, name='StarID_00059'}
StarSystem{loc=(878.5067390291671, 648.3534192379587, 269.51850722198054), nNeigh=14, name='StarID_00060'}
StarSystem{loc=(897.7952041674511, 673.704003547922, 217.81710489541817), nNeigh=13, name='StarID_00061'}
StarSystem{loc=(904.5125892533044, 663.4342075041732, 250.0563346977265), nNeigh=17, name='StarID_00062'}
StarSystem{loc=(915.2993926244333, 664.7586513918742, 262.8332349705568), nNeigh=18, name='StarID_00063'}
StarSystem{loc=(907.0562843288903, 669.6400294387755, 250.67155799576065), nNeigh=18, name='StarID_00064'}
StarSystem{loc=(907.8499778674827, 667.6892044262115, 237.14688078627876), nNeigh=17, name='StarID_00065'}
StarSystem{loc=(926.8501452385121, 683.612383077472, 231.48286251383456), nNeigh=15, name='StarID_00066'}
StarSystem{loc=(895.5749488514263, 675.2343603580651, 269.2438925709295), nNeigh=15, name='StarID_00067'}
StarSystem{loc=(882.1527443854822, 671.7317019476186, 251.97604865227478), nNeigh=16, name='StarID_00068'}
StarSystem{loc=(81.5264813804947, 125.26823785263743, 881.0746531703128), nNeigh=32, name='StarID_00069'}
StarSystem{loc=(78.08494538283507, 123.78229631476522, 869.6892387681822), nNeigh=32, name='StarID_00070'}
StarSystem{loc=(93.3291555915831, 145.15824728918764, 884.7817493507093), nNeigh=32, name='StarID_00071'}
StarSystem{loc=(86.1423903244713, 125.11047789317793, 876.8669251738652), nNeigh=32, name='StarID_00072'}
StarSystem{loc=(99.38924048489007, 134.58555142423242, 874.9864350371324), nNeigh=32, name='StarID_00073'}
StarSystem{loc=(73.58351935265881, 125.35291832621026, 890.1475693392955), nNeigh=32, name='StarID_00074'}
StarSystem{loc=(79.71617540559727, 125.60587734531897, 875.5564253939314), nNeigh=32, name='StarID_00075'}
StarSystem{loc=(84.2875771939883, 133.30383411707317, 868.9280577879819), nNeigh=32, name='StarID_00076'}
StarSystem{loc=(83.49721172076282, 133.11750206619035, 888.7967515344633), nNeigh=32, name='StarID_00077'}
StarSystem{loc=(86.73722122900917, 124.64866578506398, 860.6373671307089), nNeigh=31, name='StarID_00078'}
StarSystem{loc=(86.9028772392103, 129.51785787249986, 864.2886796435176), nNeigh=32, name='StarID_00079'}
StarSystem{loc=(80.61863185401464, 118.84731341219371, 886.7245269742068), nNeigh=32, name='StarID_00080'}
StarSystem{loc=(98.55469286350359, 126.067640376094, 874.4963332608268), nNeigh=32, name='StarID_00081'}
StarSystem{loc=(89.51507832505173, 125.69342321702796, 857.4825804229638), nNeigh=31, name='StarID_00082'}
StarSystem{loc=(84.36948238529442, 126.92612847434756, 858.3393338437244), nNeigh=31, name='StarID_00083'}
StarSystem{loc=(88.04819981212904, 108.53084006426543, 871.1982999417967), nNeigh=32, name='StarID_00084'}
